title,vote_count,vote_average,year,genres,id
Love Forecast,15.0,6.4,2015,"['Comedy', 'Romance']",313628
Girl vs. Monster,46.0,5.8,2012,"['Comedy', 'Family', 'Science Fiction']",138038
The Lesson,15.0,6.8,2014,['Drama'],287497
Love Me,19.0,6.7,2014,['Documentary'],320420
Legend of the Millennium Dragon,22.0,5.9,2011,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']",74842
Lines of Wellington,11.0,5.4,2012,"['Drama', 'History', 'War']",122198
Assassination Classroom,22.0,6.0,2015,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",349176
Close Range,57.0,5.1,2015,"['Action', 'Crime']",325173
The Colditz Story,11.0,7.2,1955,['War'],16912
Blood on the Streets,14.0,6.7,1974,"['Action', 'Crime', 'Drama']",60181
Unrelated,10.0,4.9,2007,['Drama'],29982
Prescription: Murder,11.0,7.7,1968,[],360626
Diablo,76.0,4.3,2016,"['Action', 'Adventure', 'Thriller', 'Western']",362703
The Entity,12.0,4.7,2015,['Horror'],347767
Africa United,10.0,6.3,2010,"['Drama', 'Action', 'Comedy', 'Foreign']",57393
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,23.0,5.7,2008,"['Documentary', 'Music']",253353
The Love Bug,21.0,5.0,1997,"['Fantasy', 'Adventure', 'Comedy', 'Family']",32643
AWOL-72,10.0,2.8,2015,['Thriller'],342502
Vampirella,12.0,4.2,1996,"['Horror', 'Science Fiction']",55949
Un fantastico via vai,67.0,6.0,2013,['Comedy'],243442
2 Autumns 3 Winters,12.0,6.0,2013,"['Drama', 'Comedy']",196398
Doctor Who: The Husbands of River Song,50.0,7.8,2015,"['Drama', 'Science Fiction', 'Comedy']",371759
The Guvnors,25.0,5.3,2014,"['Crime', 'Thriller']",288463
The Rise & Fall of a White Collar Hooligan,20.0,5.8,2012,"['Thriller', 'Crime']",115547
Band of Robbers,35.0,6.0,2016,"['Adventure', 'Comedy', 'Crime', 'Thriller']",333675
Moonwalkers,98.0,6.1,2015,['Comedy'],272548
Ellis,28.0,6.9,2015,['Drama'],361671
The New Watchdogs,13.0,7.4,2012,['Documentary'],150049
Jean-Philippe,48.0,5.4,2006,['Comedy'],13713
Protect and Serve,24.0,4.8,2010,"['Crime', 'Comedy', 'Action']",38883
Trophy Kids,15.0,7.6,2013,['Documentary'],376823
Janis: Little Girl Blue,56.0,7.5,2015,"['Documentary', 'Music']",321974
Uncanny,56.0,6.2,2015,"['Drama', 'Science Fiction', 'Thriller']",137333
Tomorrow,86.0,7.9,2015,['Documentary'],371492
Potato Salad: Don't Ask!,27.0,3.0,2015,"['Horror', 'Comedy']",340401
The 7:39,16.0,6.4,2014,"['Romance', 'Drama']",249926
All for One,14.0,6.4,2011,['Comedy'],72054
Jackpot,10.0,6.1,2011,"['Action', 'Comedy', 'Crime']",86987
The Reunion,14.0,4.9,2011,['Comedy'],89877
Wire Cutters,10.0,7.0,2014,['Animation'],356994
The Correspondence,103.0,6.1,2016,"['Romance', 'Drama']",315880
Tag,41.0,6.1,2015,"['Horror', 'Thriller']",340176
The Dark Side of the Moon,21.0,5.9,2016,['Thriller'],361854
Dark Country,33.0,5.3,2009,"['Crime', 'Horror', 'Thriller']",23382
The Two Faces of Dr. Jekyll,15.0,5.7,1960,"['Horror', 'Science Fiction', 'Romance']",3025
The Abandoned,66.0,4.1,2016,"['Thriller', 'Horror', 'Mystery']",345875
I Survived a Zombie Holocaust,18.0,5.6,2014,"['Comedy', 'Horror']",279997
Kotoko,15.0,6.7,2011,"['Drama', 'Horror']",85032
Cougar Hunting,10.0,2.6,2011,"['Comedy', 'Romance']",68184
TEKKEN: Blood Vengeance,37.0,6.3,2011,"['Action', 'Animation']",79516
Naruto the Movie: Ninja Clash in the Land of Snow,72.0,6.2,2004,"['Comedy', 'Action', 'Animation', 'Adventure']",16907
Walesa: Man of Hope,12.0,6.8,2013,['Drama'],209385
Top Gear: The Worst Car In the History of the World,10.0,7.7,2012,"['Comedy', 'TV Movie']",144942
Frozen Silence,10.0,5.1,2011,"['War', 'Mystery', 'Drama']",85434
Ko,11.0,6.7,2011,"['Action', 'Family', 'Thriller']",63654
Old 37,10.0,4.3,2015,['Horror'],156981
Spy Time,72.0,5.7,2015,"['Action', 'Comedy']",284514
Retribution,111.0,6.8,2015,['Thriller'],351145
A Man Called Ove,198.0,7.5,2015,"['Comedy', 'Drama']",348678
The Image,12.0,6.6,1975,['Drama'],67018
Blind Date,147.0,6.3,2015,['Comedy'],334878
Prehysteria!,10.0,3.7,1993,"['Family', 'Drama', 'Fantasy', 'Comedy', 'Science Fiction']",79500
The Seventh Company Outdoors,39.0,6.5,1977,['Comedy'],56589
Michael Jackson's Journey from Motown to Off the Wall,33.0,7.2,2016,"['Music', 'Documentary']",373451
Wiener-Dog,64.0,5.6,2016,['Comedy'],326094
Norm of the North,124.0,4.1,2016,"['Adventure', 'Animation', 'Comedy', 'Family']",276905
Ride Along 2,567.0,6.1,2016,"['Action', 'Comedy']",323675
Maggie's Plan,129.0,5.7,2016,"['Drama', 'Comedy', 'Romance']",312669
According to Pereira,13.0,6.4,1996,[],47367
The Raspberry Reich,15.0,6.1,2004,"['Drama', 'Action', 'Comedy', 'Thriller']",27069
Batman: Bad Blood,186.0,6.8,2016,"['Action', 'Animation', 'Science Fiction']",366924
Under Electric Clouds,14.0,7.5,2015,"['Drama', 'Science Fiction']",320005
The Bible,10.0,5.9,2013,['Drama'],211845
Wood Job!,14.0,7.6,2014,"['Foreign', 'Drama', 'Comedy']",274817
Hermanoteu In the Land of Godah,11.0,7.9,2009,['Comedy'],56083
Eddie the Eagle,682.0,7.2,2016,"['Comedy', 'Drama', 'History']",319888
Airlift,58.0,7.3,2016,"['Thriller', 'Action', 'Drama', 'History']",375290
Fitoor,20.0,5.9,2016,"['Romance', 'Drama']",376047
Dracula's Dog,11.0,4.7,1978,['Horror'],26703
The Dancer and the Thief,10.0,5.5,2009,"['Drama', 'Foreign']",35411
Exposed,141.0,4.5,2016,"['Drama', 'Crime', 'Thriller']",331962
Bloody Reunion,13.0,6.0,2006,"['Mystery', 'Horror', 'Thriller']",27428
Terminus,65.0,5.0,2015,"['Science Fiction', 'Thriller', 'Fantasy']",301729
My King,207.0,7.1,2015,"['Drama', 'Romance']",329805
Daawat-e-Ishq,15.0,6.8,2014,"['Drama', 'Romance', 'Comedy']",291154
A Man Called Hero,12.0,5.0,1999,"['Drama', 'Action', 'Adventure']",44554
Stonewall,32.0,5.2,2015,['Drama'],273899
Frankenstein,31.0,5.9,2015,"['Horror', 'Thriller']",337029
Monk Comes Down the Mountain,32.0,5.5,2015,"['Action', 'Comedy']",345235
Fatima,38.0,5.6,2015,['Drama'],336807
Blind Woman's Curse,16.0,6.9,1970,"['Foreign', 'Crime', 'Horror', 'Drama', 'Action']",70412
What a Mess!,14.0,6.0,1995,['Comedy'],97666
ABCD (Any Body Can Dance),10.0,5.6,2013,"['Drama', 'Music']",157293
The Face Reader,25.0,6.3,2013,"['Drama', 'History']",220176
Bloodworth,12.0,5.5,2010,"['Drama', 'Romance']",67198
The Wannabe,15.0,4.8,2015,"['Thriller', 'Mystery', 'Crime', 'Drama']",333387
Martyrs,70.0,4.7,2016,"['Drama', 'Horror', 'Thriller']",362057
Big Stone Gap,16.0,4.8,2014,"['Romance', 'Comedy']",353378
Racing Extinction,51.0,7.8,2015,"['Adventure', 'Documentary']",300792
I Give My First Love to You,25.0,6.8,2009,"['Drama', 'Comedy', 'Romance']",40700
One & Two,26.0,5.0,2015,"['Thriller', 'Drama', 'Fantasy']",323435
Lo and Behold: Reveries of the Connected World,76.0,6.5,2016,['Documentary'],360030
Kill Kane,19.0,3.8,2016,"['Thriller', 'Crime']",378092
Field of Lost Shoes,14.0,5.8,2015,"['Drama', 'History', 'War', 'Action']",291851
Hello Stranger,13.0,6.7,2010,"['Drama', 'Romance', 'Comedy']",50938
World Without End,17.0,6.6,2012,"['Drama', 'History', 'Romance']",139777
Seeds of Yesterday,21.0,6.5,2015,"['TV Movie', 'Drama']",333658
Soulmate,15.0,5.1,2013,"['Horror', 'Mystery']",224243
The Boy,1133.0,5.8,2016,"['Horror', 'Mystery', 'Thriller']",321258
90 Minutes in Heaven,40.0,5.4,2015,['Drama'],343795
Jeruzalem,126.0,4.4,2016,['Horror'],339547
The Chosen,36.0,4.6,2015,"['Horror', 'Thriller']",346170
Lazer Team,103.0,5.7,2016,"['Action', 'Comedy', 'Science Fiction']",279096
Blood Brother,11.0,6.6,2013,['Documentary'],155556
Risen,300.0,5.7,2016,['Action'],335778
Holy Hell,27.0,7.1,2016,['Documentary'],373472
The Survivalist,89.0,6.2,2015,"['Drama', 'Science Fiction', 'Thriller']",329004
The Butterfly Circus,20.0,7.7,2009,['Drama'],58500
The Eagle Huntress,28.0,7.3,2016,"['Family', 'Documentary', 'Adventure']",376530
The White Knights,15.0,5.8,2016,['Drama'],334918
Long Way North,35.0,7.7,2015,"['Adventure', 'Animation']",345775
Symphonie diagonale,12.0,5.3,1924,['Animation'],93521
April and the Extraordinary World,67.0,6.7,2015,"['Thriller', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Science Fiction']",340357
The Other Side of the Door,279.0,5.2,2016,"['Thriller', 'Horror']",364116
Dirty Grandpa,1429.0,5.7,2016,['Comedy'],291870
Reptilicus,20.0,3.8,1961,"['Horror', 'Science Fiction']",21266
Requiem for the American Dream,49.0,7.7,2015,['Documentary'],333377
Death Note Relight 2: L's Successors,17.0,7.2,2009,"['TV Movie', 'Thriller', 'Animation', 'Crime', 'Drama', 'Fantasy']",68555
Monella,42.0,4.3,1998,"['Comedy', 'Romance']",50124
Three from Prostokvashino,18.0,5.6,1978,['Animation'],77294
Matterhorn,10.0,6.4,2013,"['Drama', 'Comedy']",159514
God Willing,118.0,6.5,2015,['Comedy'],335051
Ever Been to the Moon?,66.0,5.3,2015,"['Comedy', 'Romance']",320302
The Finest Hours,597.0,6.3,2016,"['Action', 'Drama', 'History', 'Thriller']",300673
Ghost in the Shell: Stand Alone Complex - Solid State Society,77.0,7.8,2007,"['Animation', 'Action', 'Thriller', 'Crime', 'Science Fiction']",18874
#Horror,53.0,3.4,2015,"['Drama', 'Mystery', 'Horror', 'Thriller']",301325
The Captain from Köpenick,11.0,6.9,1956,"['Comedy', 'Drama']",10626
The Ogre of Athens,10.0,7.2,1956,"['Drama', 'Thriller']",47717
Molly Moon and the Incredible Book of Hypnotism,18.0,4.1,2015,['Fantasy'],350505
Arrowhead,32.0,4.6,2016,"['Action', 'Adventure', 'Mystery', 'Science Fiction']",360799
Le Mac,79.0,5.5,2010,['Comedy'],35025
Lucky Trouble,22.0,5.6,2011,"['Romance', 'Comedy']",39253
My All American,38.0,6.8,2015,['Drama'],334531
$50K and a Call Girl: A Love Story,11.0,6.3,2014,['Drama'],248268
The Birth of a Nation,181.0,6.4,2016,['Drama'],339408
An Inspector Calls,19.0,6.4,1954,"['Crime', 'Drama', 'Mystery', 'Romance']",18174
Holding the Man,111.0,7.8,2015,['Drama'],337960
Ajnabee,10.0,5.3,2001,['Thriller'],22316
Greenery Will Bloom Again,12.0,5.9,2014,['War'],298986
I Killed Napoleon,28.0,5.2,2015,['Comedy'],332709
Supervolcano,14.0,5.3,2005,"['Action', 'Drama', 'Thriller']",18230
Anjaana Anjaani,27.0,6.1,2010,"['Comedy', 'Drama', 'Music', 'Romance']",44566
Me Before You,2674.0,7.6,2016,"['Drama', 'Romance']",296096
Jarhead 3: The Siege,39.0,5.6,2016,"['Action', 'Drama', 'War']",378385
Land and Shade,16.0,7.2,2015,['Drama'],336669
SOMM: Into the Bottle,12.0,7.8,2016,['Documentary'],372315
The Treacherous,18.0,6.1,2015,"['Drama', 'History']",338803
Touched with Fire,22.0,6.2,2016,"['Romance', 'Drama']",324289
Space Cop,19.0,3.7,2016,"['Action', 'Comedy', 'Science Fiction']",280617
Grease Live,112.0,7.4,2016,"['TV Movie', 'Music']",348089
Neither Heaven Nor Earth,14.0,6.3,2015,"['Drama', 'Fantasy', 'War']",336663
Dunkirk,20.0,6.6,1958,"['Drama', 'War']",17720
The Nightcomers,12.0,5.7,1971,"['Drama', 'Horror', 'Thriller']",42526
Just Before Nightfall,11.0,6.6,1971,"['Crime', 'Drama']",76200
Pandemic,92.0,4.3,2016,"['Action', 'Science Fiction', 'Thriller']",346651
Miles Ahead,74.0,6.7,2016,"['Drama', 'Music']",316000
"Crouching Tiger, Hidden Dragon: Sword of Destiny",174.0,6.0,2016,"['Action', 'Adventure', 'Drama']",263341
Triple 9,812.0,5.6,2016,"['Action', 'Thriller']",146198
Gods of Egypt,1303.0,5.2,2016,['Fantasy'],205584
Embrace of the Serpent,129.0,7.8,2015,"['Adventure', 'Drama']",336808
Neerja,44.0,7.4,2016,['Drama'],376869
Race,492.0,7.0,2016,"['Action', 'Drama']",323677
10 Cloverfield Lane,2537.0,6.8,2016,"['Thriller', 'Science Fiction', 'Drama']",333371
London Has Fallen,1656.0,5.8,2016,"['Action', 'Crime', 'Thriller']",267860
Zootopia,4961.0,7.7,2016,"['Animation', 'Adventure', 'Family', 'Comedy']",269149
Whiskey Tango Foxtrot,356.0,6.0,2016,"['War', 'Comedy']",279641
Desierto,107.0,5.7,2015,"['Thriller', 'Drama']",258363
The Young Messiah,30.0,6.4,2016,['Drama'],318850
The Perfect Match,42.0,5.2,2016,"['Comedy', 'Romance']",378200
Grimsby,794.0,5.7,2016,"['Action', 'Comedy']",267193
Jesse Stone: Lost in Paradise,19.0,6.1,2015,"['Drama', 'TV Movie', 'Crime', 'Mystery']",361263
Home Invasion,51.0,5.2,2016,['Thriller'],380565
Dad's Army,54.0,3.7,1971,['Comedy'],20051
Carry On Henry,18.0,6.6,1971,"['Adventure', 'Comedy', 'History', 'Romance']",24569
Carry On Up the Jungle,23.0,6.4,1970,['Comedy'],17276
Carry On Matron,23.0,6.1,1972,['Comedy'],24571
Hannibal Buress: Live From Chicago,12.0,7.6,2014,['Comedy'],262199
Carry On at Your Convenience,18.0,5.7,1971,['Comedy'],19297
James White,42.0,6.1,2015,['Drama'],312804
Carry On Abroad,27.0,6.1,1972,['Comedy'],19252
The Source,44.0,6.6,2011,"['Comedy', 'Drama']",56418
Cannibal,37.0,5.8,2013,['Thriller'],209251
Burning Man,23.0,6.2,2011,"['Comedy', 'Drama', 'Romance']",73565
A War,59.0,6.9,2015,"['Drama', 'War']",348674
The Makeover,25.0,5.5,2013,['Comedy'],164443
Bad,20.0,7.6,1987,['Music'],342381
Michael Jackson's Thriller,90.0,8.1,1983,"['Horror', 'Music']",92060
Ghosts,22.0,7.0,1997,"['Music', 'Horror']",37793
Blood Widow,10.0,2.5,2014,['Horror'],273509
Way of the Wicked,20.0,3.7,2014,['Thriller'],255278
Marie's Story,26.0,6.9,2014,['Drama'],286595
Be With You,17.0,7.1,2004,"['Drama', 'Fantasy', 'Romance']",36092
Blunt Force Trauma,31.0,4.3,2015,"['Adventure', 'Action']",360387
The Final Member,13.0,5.4,2012,['Documentary'],125414
Breaking Through,21.0,5.4,2015,"['Music', 'Drama']",254800
Misconduct,149.0,5.3,2016,"['Drama', 'Thriller']",373314
"The First, the Last",14.0,5.8,2016,['Drama'],377853
From Afar,34.0,5.9,2016,['Drama'],352162
Rosalie Blum,48.0,6.5,2016,['Comedy'],381353
Courted,61.0,6.1,2015,"['Comedy', 'Crime', 'Drama', 'Romance']",329809
Taj Mahal,14.0,5.1,2015,['Thriller'],358403
Macadam Stories,35.0,6.1,2015,"['Drama', 'Comedy']",336199
Valley of Love,27.0,5.6,2015,['Drama'],337107
In the Shadow of Women,11.0,5.0,2015,['Drama'],315865
Un plus une,64.0,5.8,2015,"['Comedy', 'Romance']",352025
The Anarchists,24.0,5.5,2015,"['Thriller', 'Drama', 'History']",329682
The Wait,30.0,5.9,2015,['Drama'],330348
Family For Rent,115.0,5.2,2015,"['Comedy', 'Romance']",342281
Lolo,101.0,5.3,2015,['Comedy'],341392
Carry On Loving,16.0,6.1,1970,"['Romance', 'Comedy']",24570
The Fear of 13,45.0,8.0,2015,"['Thriller', 'Documentary']",367215
Mojin: The Lost Legend,71.0,6.0,2015,"['Action', 'Adventure', 'Fantasy']",299824
Tutte le donne della mia vita,11.0,5.0,2007,[],43292
Saathiya,17.0,5.6,2002,"['Drama', 'Romance']",20656
Kaante,14.0,5.6,2002,"['Action', 'Drama', 'Foreign']",35907
Carry On Again Doctor,20.0,6.2,1969,['Comedy'],19293
Convergence,12.0,5.0,2015,"['Action', 'Thriller', 'Mystery']",341050
Southbound,146.0,6.1,2015,"['Fantasy', 'Thriller', 'Horror', 'Science Fiction']",354251
Hangman,36.0,4.3,2015,"['Horror', 'Thriller']",324803
A Faster Horse,16.0,7.9,2015,['Documentary'],333350
Ogre,14.0,4.4,2008,"['Horror', 'Science Fiction']",18044
Dinocroc,12.0,4.0,2004,"['Horror', 'Science Fiction', 'Thriller']",4289
Blood Surf,10.0,4.5,2000,"['Comedy', 'Horror']",28346
She's Lost Control,14.0,5.6,2014,['Drama'],253282
We Can't Live Without Cosmos,16.0,6.1,2014,"['Animation', 'Drama']",329063
Komodo vs. Cobra,12.0,3.1,2005,"['Horror', 'Science Fiction']",28509
Vipers,17.0,3.8,2008,"['Action', 'Horror', 'Thriller', 'Science Fiction']",44548
Hisss,10.0,3.5,2010,"['Fantasy', 'Horror', 'Thriller']",47655
Cabin Fever,113.0,4.4,2016,['Horror'],298584
Becoming Zlatan,11.0,6.0,2016,['Documentary'],379998
The Commune,41.0,6.6,2016,"['Drama', 'Family']",308409
Rob the Bank,29.0,6.9,1964,"['Comedy', 'Crime']",57144
Goltzius and the Pelican Company,13.0,6.7,2012,"['Documentary', 'History']",139820
"Butcher, Baker, Nightmare Maker",15.0,7.2,1982,['Horror'],67740
Black Out,15.0,5.6,2012,"['Crime', 'Action', 'Comedy']",82028
Regular Show: The Movie,40.0,7.3,2015,"['Comedy', 'TV Movie', 'Animation', 'Science Fiction']",354857
Duelle,11.0,7.6,1976,"['Drama', 'Fantasy', 'Mystery', 'Romance']",65707
The Pied Piper,12.0,7.0,1986,"['Animation', 'Fantasy', 'Horror']",82094
Eddie: The Sleepwalking Cannibal,30.0,6.1,2012,"['Horror', 'Comedy']",100275
Ip Man 3,384.0,6.5,2015,"['Action', 'Drama', 'History']",365222
Bhagam Bhag,13.0,6.0,2006,"['Drama', 'Comedy', 'Thriller', 'Romance', 'Foreign']",41188
Please Teach Me English,10.0,6.9,2003,"['Drama', 'Comedy', 'Romance', 'Foreign']",44850
The Samurai of Ayothaya,13.0,5.6,2010,"['Action', 'Drama']",67327
Serial Teachers,367.0,5.4,2013,['Comedy'],182219
Good Luck,12.0,7.5,2014,['Drama'],248543
Santa's Little Helper,13.0,4.4,2015,"['Comedy', 'Family']",353609
Requisitos para ser una persona normal,38.0,6.6,2015,['Comedy'],331354
The Polar Bear,12.0,5.9,1998,"['Action', 'Thriller']",9321
As the Palaces Burn,10.0,7.1,2014,"['Documentary', 'Music']",257614
A Sunday Horse,12.0,6.2,2016,"['Drama', 'Family']",382951
From Me To You,20.0,6.1,2010,"['Romance', 'Drama']",59944
Daniel & Ana,11.0,5.9,2009,"['Thriller', 'Drama']",112631
Atlantic Rim,34.0,2.3,2013,"['Action', 'Science Fiction']",203351
AE: Apocalypse Earth,24.0,3.9,2013,"['TV Movie', 'Science Fiction', 'Action']",197624
Jim: The James Foley Story,13.0,7.9,2016,['Documentary'],373441
Gangaajal,10.0,5.8,2003,"['Drama', 'Foreign', 'Crime']",46428
The Veil,123.0,4.4,2016,['Horror'],257087
Demons,11.0,8.6,1971,"['Horror', 'Foreign']",104548
Ode to My Father,15.0,7.4,2014,['Drama'],313108
Pitbull. New Order,20.0,6.7,2016,"['Action', 'Drama', 'Crime', 'Thriller']",382155
L'abbiamo fatta grossa,77.0,5.3,2016,['Comedy'],379873
The Alphabet,51.0,6.9,1968,['Animation'],44239
Khakee,15.0,6.2,2004,['Action'],21665
Ek Hasina Thi,10.0,4.9,2004,"['Drama', 'Foreign']",135199
Vai Que Cola - O Filme,55.0,6.0,2015,['Comedy'],303982
Capture the Flag,52.0,5.7,2015,"['Comedy', 'Animation', 'Adventure']",300602
They Are All Dead,10.0,7.2,2014,"['Fantasy', 'Comedy', 'Drama']",258749
Hunt for the Wilderpeople,453.0,7.8,2016,"['Drama', 'Adventure', 'Comedy']",371645
The Sand,29.0,3.8,2015,"['Horror', 'Science Fiction']",347847
Forsaken,104.0,5.8,2015,"['Western', 'Drama']",354110
Kaal,10.0,5.1,2005,"['Action', 'Foreign', 'Thriller']",20132
No Entry,11.0,7.0,2005,['Romance'],20390
Kyon Ki...,10.0,5.5,2005,[],161212
Bad Roomies,26.0,4.6,2015,['Comedy'],371442
Dus,10.0,4.4,2005,"['Action', 'Crime', 'Foreign', 'Thriller']",58302
Page 3,11.0,6.4,2005,"['Drama', 'Foreign']",20623
Rabbits,64.0,7.1,2002,"['Comedy', 'Drama', 'Fantasy', 'Horror']",44351
Subconscious Cruelty,17.0,5.8,2000,"['Horror', 'Crime', 'Drama']",36224
Quiet Days in Clichy,10.0,4.4,1970,"['Comedy', 'Drama']",62759
Genius Party,11.0,6.2,2007,['Animation'],40123
Suzaku,14.0,6.4,1997,['Drama'],36895
Oddsac,10.0,5.6,2010,"['Documentary', 'Music']",44436
Un amour de femme,13.0,5.7,2001,"['Romance', 'Drama']",106538
My Best Friend's Girl,12.0,5.6,1983,"['Romance', 'Comedy']",64504
The Giants,14.0,7.1,2011,['Drama'],78563
Sundown: The Vampire in Retreat,15.0,6.0,1989,"['Comedy', 'Horror', 'Western']",16159
Cine Holliúdy,10.0,6.3,2013,['Comedy'],214355
Jungle Freaks,11.0,6.8,1969,['Comedy'],68173
The Frankenstein Theory,31.0,4.4,2013,"['Horror', 'Science Fiction']",169865
Gangster,12.0,6.5,2006,"['Romance', 'Crime', 'Drama']",38440
Alien Abduction: Incident in Lake County,29.0,5.9,1998,"['Drama', 'Horror', 'Science Fiction']",20182
36 China Town,11.0,5.5,2006,"['Comedy', 'Thriller']",20145
Death Spa,17.0,4.7,1988,['Horror'],28389
New Mischief by Emil,15.0,6.1,1972,"['Comedy', 'Family']",11946
The Snow Queen,17.0,5.8,1957,"['Animation', 'Family', 'Fantasy']",72214
Chronic,16.0,5.3,2015,['Drama'],337104
Future War,11.0,2.0,1997,"['Action', 'Science Fiction']",90616
Bear Story,30.0,7.8,2014,['Animation'],351981
Hellions,60.0,3.8,2015,['Horror'],241927
Welcome,26.0,6.5,2007,"['Drama', 'Action', 'Comedy', 'Romance']",20294
Awarapan,10.0,6.3,2007,"['Action', 'Crime', 'Drama', 'Romance']",22448
Bheja Fry,11.0,7.4,2007,"['Comedy', 'Drama']",15411
Jaane Tu... Ya Jaane Na,37.0,6.7,2008,"['Drama', 'Comedy', 'Romance']",14467
Bachna Ae Haseeno,20.0,6.5,2008,"['Drama', 'Comedy', 'Romance']",15864
Fashion,28.0,5.9,2008,"['Drama', 'Foreign', 'Romance']",19624
Dostana,42.0,6.4,2008,"['Drama', 'Comedy', 'Romance']",14071
Bhoothnath,29.0,6.3,2008,"['Family', 'Comedy']",15974
Golmaal Returns,14.0,4.3,2008,['Comedy'],14546
Sin hijos,16.0,6.8,2015,"['Romance', 'Comedy']",342163
Scenes from the Suburbs,13.0,6.7,2011,"['Drama', 'Foreign', 'Romance']",75282
Violent Summer,10.0,6.7,1959,"['Drama', 'Romance']",88395
The Eternal Jew,12.0,4.0,1940,['Documentary'],38668
Mariages !,27.0,5.1,2004,"['Comedy', 'Drama']",52538
Atharintiki Daaredi,10.0,6.6,2013,"['Action', 'Comedy', 'Drama']",224061
Eega,33.0,6.7,2012,"['Romance', 'Science Fiction']",148265
Roboshark,12.0,4.7,2015,"['Thriller', 'Action', 'Science Fiction']",349135
4th Man Out,97.0,6.8,2016,['Comedy'],342672
All The Best,12.0,6.0,2009,"['Action', 'Comedy', 'Foreign', 'Music']",24603
Winky's Horse,11.0,6.3,2005,['Family'],50730
Lily Sometimes,15.0,5.9,2010,['Drama'],67509
The Last Man on the Moon,21.0,6.3,2016,"['Drama', 'Documentary', 'History']",276537
Dad's Army,83.0,4.7,2016,['Comedy'],332721
Two Men in Town,22.0,6.8,1973,"['Crime', 'Drama']",4680
Night Flight,11.0,7.8,2014,['Drama'],256103
Dabangg,49.0,5.9,2010,"['Action', 'Comedy', 'Crime']",44425
Khatta Meetha,10.0,5.1,2010,"['Comedy', 'Drama']",44565
Golmaal 3,17.0,5.0,2010,"['Comedy', 'Family']",44978
Il giorno in più,24.0,6.2,2011,['Comedy'],79836
No One Killed Jessica,21.0,6.5,2011,"['Crime', 'Drama']",53569
Bodyguard,29.0,5.2,2011,"['Drama', 'Action', 'Comedy', 'Romance']",73582
Thank You,16.0,5.7,2011,"['Drama', 'Comedy', 'Romance', 'Foreign']",61400
Spike Island,31.0,6.8,2012,"['Comedy', 'Drama', 'Music']",141679
Behavior,14.0,7.0,2014,['Drama'],259460
Blackbird,10.0,5.4,2014,['Drama'],287322
Uno,10.0,6.8,2004,"['Drama', 'Foreign']",18508
The Fabulous World of Jules Verne,14.0,6.4,1958,"['Science Fiction', 'Adventure', 'Fantasy']",19759
Exposed,12.0,5.1,1971,"['Thriller', 'Drama', 'Romance']",72615
The Great Global Warming Swindle,18.0,6.7,2007,"['Documentary', 'Foreign']",3048
Open Season: Scared Silly,57.0,5.5,2015,"['Animation', 'Comedy', 'Family', 'Adventure']",382517
Berth Marks,14.0,7.1,1929,['Comedy'],50861
100 Million BC,26.0,3.1,2008,['Science Fiction'],16123
Plan 9,14.0,4.1,2015,"['Science Fiction', 'Horror']",321377
Kiss Of Life,11.0,5.6,2007,"['Comedy', 'Drama']",16803
Commando - A One Man Army,11.0,6.0,2013,['Action'],185640
Boss,23.0,5.5,2013,"['Action', 'Comedy', 'Drama']",228355
Jolly LLB,21.0,6.9,2013,"['Comedy', 'Drama']",177358
Shuddh Desi Romance,29.0,5.7,2013,"['Comedy', 'Drama', 'Romance']",209410
Kustom Kar Kommandos,10.0,7.1,1965,['Music'],46780
The Barkley Marathons: The Race That Eats Its Young,25.0,8.1,2014,"['Documentary', 'History']",334495
Little Blond Death,10.0,7.2,1993,['Drama'],47231
The Little Polar Bear,11.0,5.7,2001,"['Animation', 'Family', 'Foreign']",9084
Kooky,11.0,6.8,2010,"['Family', 'Adventure']",50294
The Seventh Juror,12.0,6.6,1962,"['Crime', 'Drama']",21070
Kara Bela,11.0,6.8,2015,['Comedy'],361181
Ma Ma,36.0,5.9,2015,['Drama'],280840
Singham Returns,27.0,6.0,2014,"['Drama', 'Action']",285803
Dedh Ishqiya,10.0,7.0,2014,"['Comedy', 'Drama', 'Romance']",248698
"She Smiles, She’s Snared!",25.0,6.6,2014,"['Comedy', 'Romance']",251626
2 States,46.0,6.4,2014,"['Comedy', 'Romance', 'Drama']",259720
Heropanti,15.0,5.4,2014,"['Romance', 'Action']",271200
Palm Trees in the Snow,119.0,7.3,2015,['Romance'],274109
Spanish Affair 2,126.0,5.3,2015,"['Comedy', 'Romance']",348537
Stonados,14.0,4.1,2013,"['Science Fiction', 'TV Movie']",222890
Thumb Wars: The Phantom Cuticle,16.0,6.8,1999,"['Comedy', 'Science Fiction']",14962
Lost on Journey,15.0,6.2,2010,['Comedy'],51306
LelleBelle,11.0,5.5,2010,"['Music', 'Romance']",52371
The Singing Ringing Tree,13.0,6.1,1957,"['Fantasy', 'Family']",12495
Too Fat Too Furious,15.0,6.2,2005,"['Drama', 'Comedy', 'Crime']",29101
Sunshine Barry & the Disco Worms,12.0,5.2,2008,"['Family', 'Animation', 'Comedy']",15838
Pervert!,21.0,5.6,2005,"['Comedy', 'Horror']",46333
